age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
3,Female,Africa,Bachelor,Unemployed / Other,72865,5,87.14,Tools/Accessories,4,Yes,"Premium/luxury, Vegan, Dermatologist-tested","Hard to match shades, Delivery issues",3,3,Yes,Yes,3,54.13,Quarterly,4,4
3,Female,Asia-Pacific,High school,Full-time,15622,5,57.4,"Skincare, Men’s Grooming",2,No,"Dermatologist-tested, Premium/luxury, Sustainable packaging, Vegan","Allergies, Hard to match shades, Unsure of quality",3,4,Yes,Yes,3,33.08,Monthly,4,5
2,Male,LATAM,Doctorate+,Full-time,10090,5,100.13,"Haircare, Make-up, Men’s Grooming",4,Yes,"Cruelty-free, Premium/luxury",Too many options,4,4,Yes,Yes,4,41.93,Monthly,3,4
2,Female,Europe,Bachelor,Unemployed / Other,19085,5,64.94,"Skincare, Haircare, Tools/Accessories",5,No,"Premium/luxury, Cruelty-free, Dermatologist-tested, Sustainable packaging","Allergies, Delivery issues, Unsure of quality",4,3,No,No,4,33.95,Monthly,5,1
3,Prefer not to say,North America,Bachelor,Full-time,9486,5,71.69,Haircare,2,Yes,"Sustainable packaging, Fragrance-free, Vegan, Cruelty-free",Delivery issues,4,3,Yes,Yes,4,26.28,Monthly,5,5
5,Non-binary / Other,Asia-Pacific,High school,Full-time,26655,1,18.25,Men’s Grooming,4,No,"Fragrance-free, Vegan, Cruelty-free","Allergies, Delivery issues",4,0,Yes,Yes,3,10.62,Monthly,4,2
3,Female,LATAM,Bachelor,Full-time,21629,5,62.13,"Skincare, Haircare",3,Yes,"Sustainable packaging, Cruelty-free, Vegan","Unsure of quality, Too many options",4,3,Yes,Yes,4,25.12,Monthly,5,5
3,Female,Asia-Pacific,Bachelor,Unemployed / Other,23705,4,82.47,"Skincare, Fragrance",3,No,"Premium/luxury, Vegan, Cruelty-free, Dermatologist-tested","Unsure of quality, Delivery issues",3,2,Yes,Yes,3,35.37,Monthly,4,3
4,Female,North America,Master,Part-time,20358,4,63.53,"Make-up, Haircare, Fragrance",3,No,"Cruelty-free, Premium/luxury","Delivery issues, Allergies, Unsure of quality",4,2,Yes,Yes,4,24.45,Monthly,5,4
3,Female,Asia-Pacific,Master,Student,102583,5,67.41,Skincare,3,No,Cruelty-free,"Too many options, Allergies",4,2,No,No,3,38.57,Quarterly,3,2
6,Female,Asia-Pacific,Bachelor,Self-employed,34784,0,50.07,Skincare,1,No,Sustainable packaging,"High prices, Too many options",4,1,Yes,No,2,34.71,Pay-per-box,2,4
6,Female,Asia-Pacific,Master,Full-time,9457,1,44.29,"Fragrance, Haircare, Make-up",5,No,"Premium/luxury, Vegan, Sustainable packaging, Fragrance-free","High prices, Delivery issues",3,3,No,Yes,3,21.75,Quarterly,5,4
3,Female,Asia-Pacific,Master,Full-time,24746,5,58.69,"Skincare, Fragrance",4,No,"Premium/luxury, Sustainable packaging, Cruelty-free, Vegan",Allergies,4,2,Yes,Yes,4,27.7,Monthly,2,4
3,Male,LATAM,Master,Self-employed,16252,4,83.43,"Men’s Grooming, Make-up",4,No,Vegan,"Delivery issues, Allergies",4,2,Yes,No,3,45.38,Monthly,3,1
3,Male,Asia-Pacific,High school,Full-time,13263,5,56.39,"Make-up, Haircare, Men’s Grooming",3,No,"Dermatologist-tested, Premium/luxury","Too many options, Delivery issues",3,2,No,Yes,3,25.53,Monthly,2,5
3,Male,North America,<High school,Student,11270,4,31.76,Fragrance,4,No,"Vegan, Cruelty-free, Dermatologist-tested","Allergies, High prices, Unsure of quality",4,2,No,Yes,3,24.22,Monthly,3,5
1,Female,MENA,High school,Unemployed / Other,19138,5,119.61,"Make-up, Tools/Accessories",3,No,"Vegan, Premium/luxury, Sustainable packaging, Cruelty-free","Too many options, Hard to match shades",4,3,No,Yes,4,49.43,Pay-per-box,3,4
4,Female,North America,Bachelor,Student,18800,3,36.28,Skincare,3,No,"Fragrance-free, Vegan, Cruelty-free","Hard to match shades, Unsure of quality, Allergies",4,2,Yes,Yes,3,9.43,Monthly,4,4
3,Female,Europe,Bachelor,Student,35735,5,35.02,"Tools/Accessories, Skincare",3,Yes,"Vegan, Dermatologist-tested","Delivery issues, Allergies, High prices",4,3,Yes,Yes,4,21.91,Quarterly,5,4
2,Prefer not to say,Europe,Bachelor,Self-employed,32582,5,79.3,Fragrance,3,No,"Dermatologist-tested, Cruelty-free","High prices, Allergies",3,4,Yes,Yes,4,39.81,Quarterly,1,2
3,Female,North America,Master,Self-employed,43781,5,128.89,Tools/Accessories,2,No,Vegan,"Too many options, Delivery issues, High prices",3,4,Yes,Yes,3,50.86,Quarterly,5,5
5,Male,Europe,Master,Full-time,15821,1,59.36,Men’s Grooming,4,No,"Cruelty-free, Fragrance-free","Allergies, Too many options, High prices",4,0,Yes,Yes,2,32.54,Pay-per-box,2,3
2,Female,North America,Master,Full-time,25142,5,111.09,"Men’s Grooming, Haircare",5,No,Vegan,"High prices, Too many options",4,4,Yes,No,4,52.35,Monthly,1,4
2,Female,LATAM,Bachelor,Full-time,27197,5,41.83,"Men’s Grooming, Fragrance",2,No,"Vegan, Cruelty-free, Fragrance-free","Allergies, Too many options, High prices",2,4,No,Yes,3,28.47,Monthly,4,4
3,Male,Africa,Bachelor,Student,17377,5,37.23,"Men’s Grooming, Make-up, Tools/Accessories",1,No,"Dermatologist-tested, Fragrance-free, Vegan, Premium/luxury","Delivery issues, Unsure of quality, Hard to match shades",4,2,Yes,Yes,4,27.65,Pay-per-box,5,4
6,Female,North America,High school,Full-time,11979,2,36.15,"Make-up, Haircare, Fragrance",2,No,Premium/luxury,Delivery issues,3,4,No,Yes,3,24.12,Monthly,2,5
2,Male,Africa,High school,Student,44329,5,98.11,"Fragrance, Haircare, Tools/Accessories",5,No,Dermatologist-tested,Too many options,3,4,Yes,No,4,63.79,Monthly,3,3
4,Male,MENA,High school,Full-time,29615,3,66.69,"Skincare, Men’s Grooming",5,No,"Fragrance-free, Vegan","High prices, Delivery issues",4,2,No,Yes,3,39.54,Monthly,2,5
4,Female,Europe,Bachelor,Student,36326,4,74.71,"Haircare, Make-up",4,No,"Vegan, Fragrance-free, Dermatologist-tested","High prices, Unsure of quality, Too many options",4,2,Yes,No,4,42.22,Quarterly,5,4
2,Female,North America,Bachelor,Full-time,13142,5,62.92,"Skincare, Make-up",5,Yes,"Vegan, Sustainable packaging, Fragrance-free",Delivery issues,4,4,Yes,Yes,4,34.02,Monthly,3,2
4,Female,MENA,Master,Student,14366,4,46.68,Make-up,3,No,"Premium/luxury, Vegan, Sustainable packaging, Cruelty-free","Hard to match shades, High prices, Allergies",1,3,Yes,No,4,25.57,Pay-per-box,3,4
3,Male,Asia-Pacific,High school,Part-time,16568,5,64.37,"Skincare, Men’s Grooming, Tools/Accessories",5,Yes,Dermatologist-tested,"Hard to match shades, High prices",4,3,No,Yes,3,29.16,Monthly,5,5
4,Female,Asia-Pacific,Master,Full-time,24842,4,51.13,Make-up,3,No,Dermatologist-tested,"Allergies, Too many options, Delivery issues",3,3,No,Yes,2,32.29,Quarterly,4,3
4,Female,North America,Bachelor,Full-time,15525,5,50.28,Fragrance,2,Yes,"Vegan, Sustainable packaging","Unsure of quality, Delivery issues",3,4,Yes,No,4,34.14,Quarterly,5,4
3,Female,North America,High school,Student,21918,4,66.28,"Men’s Grooming, Haircare",4,No,"Dermatologist-tested, Sustainable packaging, Vegan","High prices, Allergies, Unsure of quality",3,3,Yes,Yes,4,29.7,Monthly,5,4
2,Male,Europe,Bachelor,Full-time,8521,5,53.09,"Haircare, Skincare",3,No,"Premium/luxury, Sustainable packaging, Fragrance-free, Dermatologist-tested","Too many options, Delivery issues",2,3,Yes,No,3,20.61,Monthly,4,4
5,Female,Europe,High school,Full-time,13839,1,47.17,Make-up,4,No,"Premium/luxury, Sustainable packaging",High prices,1,1,Yes,Yes,3,27.27,Pay-per-box,4,5
3,Male,North America,Bachelor,Unemployed / Other,30805,4,26.08,"Tools/Accessories, Men’s Grooming, Skincare",3,No,"Dermatologist-tested, Cruelty-free, Premium/luxury, Sustainable packaging","Too many options, Delivery issues",4,3,Yes,Yes,4,21.54,Quarterly,3,3
2,Male,Europe,Bachelor,Student,26810,5,65.31,"Make-up, Fragrance",4,No,Dermatologist-tested,"Unsure of quality, Allergies, High prices",4,2,Yes,No,4,45.97,Quarterly,5,4
1,Female,LATAM,High school,Unemployed / Other,12674,5,53.16,"Tools/Accessories, Fragrance",3,No,"Vegan, Dermatologist-tested","Hard to match shades, Allergies, Too many options",4,3,No,No,3,39.62,Monthly,3,4
3,Female,Africa,High school,Full-time,13241,2,98.58,"Make-up, Tools/Accessories, Fragrance",1,No,"Fragrance-free, Premium/luxury",Delivery issues,2,1,Yes,No,2,44.68,Monthly,5,3
4,Non-binary / Other,Europe,Bachelor,Full-time,15813,4,28.63,"Men’s Grooming, Make-up",5,Yes,"Vegan, Fragrance-free",Too many options,3,3,Yes,Yes,3,15.45,Monthly,3,5
1,Female,Africa,Master,Self-employed,12793,5,62.47,"Make-up, Tools/Accessories, Skincare",5,No,"Premium/luxury, Cruelty-free, Vegan, Dermatologist-tested",Allergies,4,4,Yes,No,4,28.01,Monthly,3,1
3,Male,Europe,Bachelor,Part-time,30401,4,83.32,"Skincare, Men’s Grooming",5,No,"Vegan, Dermatologist-tested, Sustainable packaging, Cruelty-free","Unsure of quality, High prices",3,3,No,Yes,3,54.17,Quarterly,2,2
2,Female,MENA,Master,Student,31532,5,57.41,"Men’s Grooming, Fragrance, Tools/Accessories",4,Yes,"Vegan, Fragrance-free, Dermatologist-tested, Premium/luxury",Unsure of quality,3,3,Yes,Yes,4,20.58,Monthly,4,5
4,Female,North America,Bachelor,Full-time,20620,3,42.81,"Fragrance, Men’s Grooming",4,Yes,"Premium/luxury, Fragrance-free, Vegan, Dermatologist-tested",High prices,4,3,No,Yes,3,20.98,Quarterly,3,3
2,Male,Asia-Pacific,Master,Full-time,11135,5,87.21,"Fragrance, Haircare",4,Yes,"Cruelty-free, Dermatologist-tested, Vegan","Hard to match shades, Delivery issues, Too many options",4,4,Yes,No,4,37.65,Monthly,2,5
4,Female,Africa,Master,Full-time,30219,2,60.84,Make-up,2,No,"Fragrance-free, Dermatologist-tested","Too many options, Hard to match shades, Unsure of quality",4,2,Yes,Yes,2,25.68,Monthly,3,5
3,Female,Asia-Pacific,Bachelor,Full-time,14592,4,72.74,"Skincare, Haircare",2,Yes,"Fragrance-free, Sustainable packaging, Cruelty-free","Allergies, High prices, Hard to match shades",4,3,No,No,3,33.59,Pay-per-box,3,3
5,Female,Europe,Bachelor,Full-time,18698,2,35.48,Fragrance,3,No,"Fragrance-free, Dermatologist-tested, Premium/luxury, Cruelty-free","Delivery issues, Unsure of quality, Too many options",2,3,Yes,Yes,3,20.7,Pay-per-box,4,3
2,Female,Asia-Pacific,Master,Full-time,38456,5,48.99,"Haircare, Skincare",5,Yes,"Vegan, Premium/luxury, Cruelty-free",High prices,3,4,No,Yes,3,25.66,Pay-per-box,3,2
3,Female,North America,Bachelor,Unemployed / Other,33308,5,68.18,"Skincare, Tools/Accessories",2,No,"Fragrance-free, Vegan, Dermatologist-tested, Premium/luxury","Allergies, Delivery issues, Hard to match shades",2,3,No,Yes,2,35.94,Quarterly,1,3
2,Female,LATAM,Bachelor,Full-time,21453,5,91.3,"Make-up, Skincare",5,Yes,"Premium/luxury, Sustainable packaging, Fragrance-free, Vegan","Unsure of quality, Too many options",3,4,Yes,Yes,4,38.86,Quarterly,4,3
5,Non-binary / Other,MENA,<High school,Student,12827,0,10.47,Make-up,4,No,"Premium/luxury, Dermatologist-tested, Fragrance-free, Sustainable packaging",Allergies,4,1,Yes,Yes,2,6.44,Pay-per-box,5,5
5,Female,Europe,Master,Self-employed,26930,1,38.05,Fragrance,4,No,"Sustainable packaging, Dermatologist-tested, Fragrance-free, Vegan",Unsure of quality,2,1,No,Yes,2,26.11,Quarterly,4,5
3,Female,Asia-Pacific,Master,Part-time,37471,5,49.78,"Skincare, Men’s Grooming, Haircare",2,No,"Dermatologist-tested, Fragrance-free, Vegan","Hard to match shades, Unsure of quality, Delivery issues",3,2,No,Yes,2,28.74,Pay-per-box,5,1
4,Female,Asia-Pacific,High school,Full-time,21905,2,45.8,Skincare,3,No,Dermatologist-tested,"Unsure of quality, Allergies, Too many options",3,0,No,Yes,2,28.7,Monthly,2,5
5,Male,North America,Bachelor,Student,47613,4,80.18,Skincare,5,No,Premium/luxury,"Delivery issues, Allergies",3,3,No,Yes,3,45.53,Pay-per-box,5,2
3,Female,Asia-Pacific,Bachelor,Student,42039,5,43.95,Men’s Grooming,3,No,"Premium/luxury, Cruelty-free","Unsure of quality, Delivery issues, Allergies",2,3,Yes,Yes,4,21.21,Monthly,4,4
3,Non-binary / Other,North America,High school,Student,50608,5,80.87,Fragrance,3,Yes,Fragrance-free,Too many options,4,3,Yes,Yes,4,31.14,Monthly,4,3
2,Female,Asia-Pacific,Doctorate+,Student,23092,5,51.39,"Skincare, Haircare, Men’s Grooming",2,No,"Fragrance-free, Sustainable packaging, Premium/luxury, Cruelty-free","Delivery issues, Too many options, Allergies",4,3,Yes,Yes,3,19.15,Monthly,4,2
2,Female,LATAM,High school,Unemployed / Other,26591,5,98.71,"Haircare, Men’s Grooming, Tools/Accessories",2,Yes,"Premium/luxury, Dermatologist-tested, Fragrance-free, Cruelty-free","Allergies, Hard to match shades, Delivery issues",4,3,Yes,Yes,3,36.48,Pay-per-box,3,5
5,Female,LATAM,High school,Part-time,49138,3,35.19,"Tools/Accessories, Haircare, Make-up",2,Yes,"Dermatologist-tested, Premium/luxury, Vegan, Sustainable packaging","Hard to match shades, Allergies, Delivery issues",1,4,Yes,Yes,3,12.09,Monthly,3,4
5,Female,Asia-Pacific,Bachelor,Full-time,30303,3,81.12,"Fragrance, Tools/Accessories",4,No,"Sustainable packaging, Dermatologist-tested, Premium/luxury","High prices, Hard to match shades, Delivery issues",2,2,No,Yes,3,38.51,Pay-per-box,4,4
4,Female,MENA,Master,Student,20572,3,26.94,Skincare,3,Yes,"Sustainable packaging, Vegan, Fragrance-free, Dermatologist-tested","Unsure of quality, Allergies, Delivery issues",4,3,Yes,No,3,19.6,Monthly,1,4
3,Female,North America,<High school,Full-time,17601,5,65.37,"Men’s Grooming, Make-up",4,Yes,"Dermatologist-tested, Vegan","Delivery issues, High prices, Too many options",4,3,No,Yes,3,31.77,Monthly,4,2
3,Male,Asia-Pacific,Bachelor,Self-employed,24816,5,80.37,Men’s Grooming,2,No,"Fragrance-free, Cruelty-free, Sustainable packaging, Premium/luxury","High prices, Hard to match shades, Too many options",3,4,Yes,No,3,45.11,Monthly,4,5
4,Female,Europe,Bachelor,Full-time,13863,1,23.85,"Fragrance, Haircare",5,No,"Premium/luxury, Cruelty-free, Vegan",Hard to match shades,4,1,Yes,No,3,20.75,Monthly,3,5
5,Female,MENA,High school,Full-time,22554,0,24.67,"Men’s Grooming, Fragrance",4,No,Premium/luxury,"Hard to match shades, Too many options",2,0,Yes,Yes,3,16.41,Quarterly,3,1
5,Female,Europe,High school,Self-employed,41922,5,62.09,Make-up,1,No,Dermatologist-tested,Hard to match shades,4,4,Yes,No,3,28.18,Quarterly,3,4
4,Male,North America,Bachelor,Part-time,8836,5,52.15,Skincare,3,Yes,"Dermatologist-tested, Fragrance-free, Sustainable packaging",Hard to match shades,3,4,Yes,Yes,4,29.14,Monthly,2,4
4,Female,Asia-Pacific,High school,Full-time,56929,3,39.59,"Haircare, Fragrance",1,No,"Fragrance-free, Sustainable packaging, Dermatologist-tested","Allergies, Too many options",3,1,No,Yes,2,24.1,Monthly,2,4
2,Female,North America,Master,Full-time,34746,5,89.03,Skincare,4,Yes,"Vegan, Dermatologist-tested, Fragrance-free","Hard to match shades, High prices",4,3,Yes,Yes,4,46.1,Monthly,2,4
2,Female,Asia-Pacific,Master,Self-employed,15752,5,103.21,Fragrance,4,Yes,Vegan,"Too many options, Hard to match shades",4,3,Yes,Yes,4,52.87,Pay-per-box,1,4
5,Male,Europe,Doctorate+,Full-time,31793,3,90.96,"Skincare, Tools/Accessories, Haircare",5,Yes,"Dermatologist-tested, Fragrance-free",High prices,4,3,Yes,Yes,4,57.51,Monthly,3,5
4,Female,North America,High school,Self-employed,26473,5,74.19,Make-up,2,No,"Premium/luxury, Sustainable packaging, Dermatologist-tested",Delivery issues,4,4,Yes,Yes,4,46.92,Monthly,3,4
1,Female,MENA,Doctorate+,Full-time,28518,5,78.99,"Fragrance, Tools/Accessories",3,No,Sustainable packaging,"High prices, Delivery issues",3,2,Yes,Yes,5,53.82,Monthly,5,4
2,Male,North America,Bachelor,Student,32402,4,37.21,Men’s Grooming,2,No,"Fragrance-free, Cruelty-free, Vegan, Dermatologist-tested","Unsure of quality, Delivery issues",4,2,Yes,Yes,3,23.69,Quarterly,5,4
4,Male,Europe,Bachelor,Self-employed,13125,4,53.23,Skincare,3,Yes,"Vegan, Dermatologist-tested","Unsure of quality, Too many options",4,3,Yes,Yes,3,37.83,Monthly,2,4
1,Female,Asia-Pacific,High school,Full-time,20680,5,63.23,"Fragrance, Make-up, Haircare",4,Yes,Sustainable packaging,"Delivery issues, Hard to match shades",4,3,Yes,Yes,3,37.17,Monthly,3,4
2,Male,North America,High school,Full-time,17886,3,58.52,Tools/Accessories,1,No,"Dermatologist-tested, Sustainable packaging, Fragrance-free, Premium/luxury","High prices, Delivery issues",4,0,No,No,2,36.44,Quarterly,4,4
3,Female,LATAM,Bachelor,Full-time,22957,5,68.23,"Make-up, Men’s Grooming, Skincare",4,Yes,"Dermatologist-tested, Sustainable packaging, Fragrance-free, Vegan",Unsure of quality,4,3,Yes,Yes,4,36.36,Pay-per-box,2,4
4,Female,North America,Bachelor,Student,18365,5,60.98,Make-up,4,No,Fragrance-free,Unsure of quality,2,3,Yes,Yes,4,43.49,Quarterly,4,4
4,Female,North America,High school,Part-time,63347,5,75.64,Make-up,5,Yes,"Dermatologist-tested, Vegan, Sustainable packaging","Delivery issues, Allergies",2,3,No,No,3,52.98,Monthly,3,3
2,Female,Asia-Pacific,Bachelor,Student,33345,5,67.39,"Skincare, Men’s Grooming",3,Yes,"Sustainable packaging, Cruelty-free, Fragrance-free",Unsure of quality,3,4,Yes,Yes,4,28.68,Monthly,3,4
4,Female,Europe,High school,Full-time,18259,4,61.57,"Haircare, Tools/Accessories",5,Yes,"Cruelty-free, Fragrance-free","Delivery issues, Allergies",3,3,Yes,No,3,30.6,Pay-per-box,5,5
2,Male,North America,Bachelor,Full-time,10171,5,44.74,"Men’s Grooming, Haircare, Tools/Accessories",5,No,"Cruelty-free, Fragrance-free",Allergies,4,2,No,No,4,37.46,Monthly,5,5
3,Female,Europe,Bachelor,Full-time,18163,5,38.39,Make-up,5,No,"Premium/luxury, Cruelty-free, Vegan","Too many options, High prices",4,3,No,Yes,3,18.81,Monthly,5,5
4,Female,Europe,Master,Full-time,32845,1,49.42,"Men’s Grooming, Skincare, Tools/Accessories",4,No,"Vegan, Dermatologist-tested, Fragrance-free","Delivery issues, Too many options, High prices",3,1,Yes,Yes,3,22.39,Monthly,3,4
4,Female,LATAM,Master,Part-time,29804,2,35.88,Make-up,5,No,"Cruelty-free, Sustainable packaging","Allergies, High prices",3,2,Yes,Yes,3,10.84,Pay-per-box,5,3
5,Male,Europe,Bachelor,Self-employed,226680,3,46.34,"Make-up, Fragrance",4,No,"Vegan, Sustainable packaging, Fragrance-free, Cruelty-free","Allergies, Hard to match shades",2,2,Yes,Yes,3,31.33,Quarterly,4,4
4,Female,Asia-Pacific,Bachelor,Student,39233,5,82.07,"Men’s Grooming, Haircare",2,No,"Fragrance-free, Premium/luxury, Cruelty-free, Vegan","Unsure of quality, Too many options, Hard to match shades",3,3,No,No,3,42.56,Quarterly,4,2
3,Female,LATAM,Bachelor,Full-time,35767,5,59.63,Skincare,4,No,Cruelty-free,"Allergies, Hard to match shades",3,2,Yes,Yes,3,27.85,Monthly,5,5
2,Female,Europe,Master,Unemployed / Other,23343,5,111.26,Haircare,4,No,"Sustainable packaging, Dermatologist-tested, Vegan",Delivery issues,4,2,Yes,No,3,61.78,Monthly,5,3
3,Female,Africa,Bachelor,Student,10996,4,71.63,"Skincare, Men’s Grooming",5,Yes,"Dermatologist-tested, Fragrance-free","Unsure of quality, Delivery issues",4,3,Yes,Yes,4,45.59,Monthly,4,5
3,Prefer not to say,Europe,High school,Unemployed / Other,19973,5,44.21,Men’s Grooming,4,Yes,Premium/luxury,Allergies,4,4,Yes,No,4,19.87,Monthly,3,5
2,Non-binary / Other,Africa,High school,Part-time,33680,5,82.26,"Tools/Accessories, Haircare",3,No,"Dermatologist-tested, Sustainable packaging, Fragrance-free","Too many options, High prices",3,3,Yes,Yes,4,34.01,Pay-per-box,4,5
6,Female,North America,Bachelor,Full-time,17173,2,56.74,"Tools/Accessories, Haircare, Make-up",4,No,"Premium/luxury, Sustainable packaging","High prices, Allergies, Hard to match shades",0,2,No,Yes,3,41.47,Monthly,4,5
3,Non-binary / Other,Asia-Pacific,Bachelor,Full-time,28326,5,44.04,"Skincare, Tools/Accessories",5,Yes,Sustainable packaging,Too many options,4,4,No,Yes,4,29.56,Monthly,5,4
5,Female,MENA,Master,Student,20659,1,28.06,"Men’s Grooming, Skincare",2,No,"Fragrance-free, Dermatologist-tested","Unsure of quality, Hard to match shades, Delivery issues",3,2,Yes,Yes,3,10.26,Pay-per-box,4,4
4,Male,Europe,High school,Full-time,15794,4,74.56,"Haircare, Tools/Accessories",3,Yes,Sustainable packaging,"Delivery issues, Unsure of quality, High prices",4,4,No,Yes,3,38.07,Monthly,3,3
4,Female,Asia-Pacific,Bachelor,Full-time,24850,2,17.42,"Haircare, Men’s Grooming",4,No,"Cruelty-free, Vegan, Fragrance-free, Sustainable packaging",Hard to match shades,4,1,Yes,Yes,3,12.75,Quarterly,3,3
3,Female,Asia-Pacific,Master,Part-time,25707,5,30.04,"Make-up, Skincare",2,No,"Vegan, Fragrance-free",Unsure of quality,2,4,Yes,Yes,5,14.8,Quarterly,1,2
3,Female,North America,Master,Part-time,15869,5,64.79,"Fragrance, Haircare",1,No,"Sustainable packaging, Premium/luxury, Vegan, Dermatologist-tested","Delivery issues, Hard to match shades, Too many options",3,3,Yes,Yes,3,39.93,Pay-per-box,5,3
